timeslot,sfc_id,vnf_count,server_count,co_count,path_stretch
0,0,4,1,1,15
0,1,4,1,1,15
0,2,6,1,1,20
0,3,5,1,1,17
0,4,4,1,1,15
0,5,3,2,1,16
0,6,3,2,1,16
0,7,4,1,1,15
0,8,6,1,1,21
0,9,4,1,1,16
0,10,5,1,1,17
0,11,4,1,1,15
0,12,3,1,1,14
0,13,3,1,1,13
0,14,3,1,1,13
0,15,5,1,1,18
0,16,6,1,1,21
0,17,4,2,1,19
0,18,6,3,1,24
0,19,5,1,1,17
0,20,4,1,1,15
0,21,4,1,1,16
0,22,4,1,1,16
0,23,3,1,1,14
0,24,4,1,1,15
0,25,6,3,1,26
0,26,6,1,1,20
0,27,6,1,1,20
0,28,5,1,1,18
0,29,5,1,1,18
0,30,4,2,1,19
0,31,3,2,2,19
0,32,6,1,1,19
0,33,3,2,1,20
0,34,6,1,1,19
0,35,3,2,1,14
0,36,6,1,1,19
0,37,4,1,1,15
0,38,6,1,1,19
0,39,3,2,1,16
0,40,3,1,1,13
0,41,6,1,1,19
0,42,6,2,1,20
0,43,5,2,1,20
0,44,4,2,1,18
0,45,4,1,1,15
0,46,6,1,1,20
0,47,6,1,1,20
0,48,5,1,1,18
0,49,6,4,1,24
0,50,4,1,1,15
0,51,5,1,1,17
0,52,4,1,1,15
0,53,6,2,1,27
0,54,5,1,1,17
0,55,6,2,1,22
0,56,6,1,1,19
0,57,3,1,1,14
0,58,4,1,1,16
0,59,4,1,1,15
0,60,3,1,1,13
0,61,6,1,1,20
0,62,3,1,1,14
0,63,6,1,1,20
0,64,3,1,1,13
0,65,3,2,1,16
0,66,3,1,1,14
0,67,5,2,1,23
0,68,3,1,1,13
0,69,6,2,2,25
0,70,4,1,1,16
0,71,4,1,1,16
0,72,6,1,1,19
0,73,4,1,1,15
0,74,3,1,1,13
0,75,4,1,1,16
0,76,6,1,1,20
0,77,5,1,1,17
0,78,3,1,1,14
0,79,5,1,1,17
0,80,4,1,1,16
0,81,3,2,1,16
0,82,5,1,1,17
0,83,3,1,1,13
0,84,6,2,1,23
0,85,6,2,2,25
0,86,6,2,2,26
0,87,4,1,1,15
0,88,6,1,1,20
0,89,5,1,1,17
0,90,5,1,1,17
0,91,4,1,1,15
0,92,5,1,1,18
0,93,4,1,1,16
0,94,6,1,1,19
0,95,3,1,1,13
0,96,4,1,1,15
0,97,5,1,1,17
0,98,4,1,1,15
0,99,3,2,2,19
0,100,3,1,1,14
0,101,4,1,1,15
0,102,3,1,1,13
0,103,3,1,1,14
0,104,6,1,1,20
0,105,4,1,1,16
0,106,3,1,1,14
0,107,3,1,1,13
0,108,4,1,1,16
0,109,6,2,1,21
0,110,6,3,1,23
0,111,5,1,1,18
0,112,4,1,1,15
1,113,3,1,1,14
1,114,3,2,1,16
1,115,3,1,1,13
1,116,3,1,1,13
1,117,5,1,1,17
1,118,3,1,1,13
1,119,5,1,1,17
1,120,4,1,1,15
1,121,6,1,1,20
1,122,5,1,1,18
1,123,6,1,1,19
1,124,4,1,1,15
1,125,6,1,1,19
1,126,6,1,1,19
1,127,6,1,1,19
1,128,5,1,1,18
1,129,4,1,1,15
1,130,4,3,1,22
1,131,4,1,1,15
1,132,4,1,1,16
1,133,6,1,1,20
1,134,3,1,1,13
1,135,4,2,1,19
1,136,6,1,1,19
1,137,6,1,1,19
1,138,3,2,2,19
1,139,6,1,1,19
1,140,4,2,1,19
1,141,6,1,1,19
1,142,5,2,1,21
1,143,4,3,1,20
1,144,3,1,1,13
1,145,4,1,1,16
1,146,6,2,1,20
1,147,4,1,1,16
1,148,6,1,1,19
1,149,6,2,1,21
1,150,3,1,1,14
