timeslot,carbon_footprint,brown_energy,green_energy,acceptance_ratio,migration_count,ps_min,ps_5th,ps_mean,ps_95th,ps_max
0,0.0,0.0,0.0,100.0,0,13,14.0,17.936026936,24.0,33
1,601.008,508.124,856.487,100.0,0,13,13.0,18.1186440678,26.0,33
2,747.417,632.115,1055.961,100.0,0,13,14.0,17.7195945946,22.0,23
3,968.354,850.777,990.794,100.0,0,13,15.0,18.1875,22.0,24
4,1029.748,912.792,945.447,100.0,0,13,14.0,17.654676259,22.0,23
5,965.698,859.253,851.376,100.0,0,13,14.0,17.731292517,22.0,23
6,1028.741,915.887,901.405,100.0,0,13,13.0,17.7189781022,22.0,22
7,1023.793,911.125,891.417,100.0,0,13,14.0,17.6236933798,22.0,23
8,1010.051,898.418,871.359,100.0,0,13,14.0,17.6758893281,21.4,23
9,975.283,869.038,852.561,100.0,0,13,14.0,17.9846153846,22.0,23
10,1008.464,900.708,894.587,100.0,0,14,14.0,17.4748201439,21.0,21
11,1528.17,1437.322,315.141,100.0,177,16,16.0,21.6319444444,30.65,35
12,1160.114,1034.295,978.692,100.0,0,14,15.0,19.7680608365,30.0,36
13,1033.989,894.561,1195.863,100.0,87,14,15.0,22.5461254613,31.0,36
14,812.488,717.922,1543.576,100.0,8,13,14.0,18.8587360595,27.0,32
15,770.083,684.014,1681.801,100.0,0,13,13.45,18.462962963,27.0,33
16,771.495,687.9,1761.318,100.0,0,13,14.0,19.0263157895,27.0,32
17,741.117,660.885,1731.289,100.0,0,13,14.0,19.0575539568,27.0,33
18,705.75,629.271,1661.217,100.0,0,13,14.0,18.5118644068,27.0,33
19,734.886,654.184,1709.022,100.0,0,13,14.0,18.9211469534,27.0,33
20,718.014,639.562,1681.922,100.0,0,13,14.0,19.24,27.0,32
21,721.879,643.02,1709.777,100.0,0,13,14.0,18.8273615635,27.0,32
22,803.943,715.983,1887.53,100.0,0,13,14.0,18.2330827068,27.0,32
23,741.634,660.708,1728.864,100.0,0,13,14.0,18.7591240876,27.35,33
24,743.293,662.788,1733.491,100.0,0,0.0,0.0,0.0,0.0,0.0
25,279.596,249.225,653.964,100.0,0,0.0,0.0,0.0,0.0,0.0
26,105.019,93.68,248.189,100.0,0,0.0,0.0,0.0,0.0,0.0
27,50.09,44.597,119.745,100.0,0,0.0,0.0,0.0,0.0,0.0
28,10.899,9.659,24.691,100.0,0,0.0,0.0,0.0,0.0,0.0
29,2.593,2.329,6.406,100.0,0,0.0,0.0,0.0,0.0,0.0
30,0.0,-0.0,-0.0,100.0,0,0.0,0.0,0.0,0.0,0.0
