2312.36 55.84 0.02 0.02 0.01 0.01 0.02 0.02 0.02 0.02 0.02 0.02 30.69 1151.22 6673.73 19528.82 33919.40 46933.81 56734.45 56868.73 50408.73 39972.24 26081.19 10993.43 
53795.83 47857.54 35537.74 21502.84 10536.35 6935.50 6480.39 5361.83 4496.76 3219.16 1915.99 649.64 8.94 1.48 243.96 1510.30 3427.26 6918.98 14002.25 25866.83 39479.29 50735.47 55946.20 57477.90 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 604.47 8714.13 24543.76 47074.66 69114.65 84576.04 89568.00 84494.95 78829.64 64089.75 44561.55 21223.50 3106.80 0.60 
0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 6.00 1622.47 10689.51 26071.96 42127.76 55445.36 65436.23 67414.94 61517.00 50373.74 36247.06 17788.96 3557.35 26.01 0.01 
5394.13 1919.00 3709.13 6265.63 9363.88 13654.75 15811.63 14835.75 13387.75 11052.00 8550.00 3849.13 2049.75 1839.13 2295.00 2785.50 3670.50 4077.50 4799.88 6002.75 7093.50 9217.00 9115.63 7255.63 
16385.01 2907.84 0.37 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.02 91.30 4679.55 20622.87 42655.67 61705.43 74251.45 80131.31 79315.29 69751.97 55321.98 36979.00 
0.00 0.00 1.94 1002.20 7593.15 20179.12 33812.07 46571.14 50930.12 51189.90 50574.59 42836.06 30745.32 16241.28 5142.69 2905.88 4799.99 5752.55 5489.75 5291.70 4107.45 2246.14 450.69 0.00 
95.89 0.01 0.01 0.01 156.60 4096.69 13666.70 24502.52 34690.32 41285.45 45843.46 45120.30 42572.51 34885.29 27530.77 24445.83 24138.52 28399.94 31595.34 30861.75 26758.38 20314.90 10959.79 3246.36 
22146.97 13502.32 6520.38 1587.48 40.13 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 12.46 419.03 3127.40 9116.87 17003.23 23506.84 28551.99 30101.01 27919.97 
15991.72 3640.95 43.61 3.60 37.98 127.59 207.85 99.20 102.31 63.02 0.01 0.01 0.01 1.69 1969.74 11199.21 28160.64 44055.07 56118.81 63051.40 61156.77 57434.24 45652.49 30887.21 
4403.39 3799.83 4219.39 7252.30 11584.34 16468.62 20297.01 22521.83 23356.38 21614.44 18329.03 12874.19 7181.44 2586.39 682.21 365.28 354.15 329.55 378.51 648.95 1544.96 2875.62 4451.50 4724.53 
3120.70 53.43 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 1.80 2053.95 14049.05 36302.04 59792.95 75952.13 80588.66 79107.44 73093.66 57404.06 39388.35 18429.36 
7582.93 2453.33 534.51 10.30 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.23 307.63 1524.11 3566.20 7803.23 14708.14 22030.17 18675.52 15437.31 9499.12 
4485.12 1255.90 45.40 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 131.65 1494.76 5450.28 14266.83 22727.23 31718.92 32073.26 29633.82 22705.91 11928.50 
0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 731.93 9544.89 30893.32 53104.98 72000.20 84913.14 90646.62 86245.23 75217.93 58291.25 34374.36 11138.36 771.83 
1444.39 4.49 0.05 0.06 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 76.84 2498.18 12523.43 29968.71 49600.77 63417.43 68670.42 66489.37 58428.11 46097.23 29105.49 11049.04 
2.16 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 61.33 2070.12 10751.78 24690.74 39581.33 48828.04 53907.93 55151.37 47675.89 37437.42 23650.95 10026.44 1272.55 
3949.67 5.04 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.00 0.00 0.01 74.75 4067.29 19848.53 42403.15 63017.50 80274.34 87712.21 87886.02 80294.11 65105.48 43689.13 21233.34 
2578.56 74.91 0.04 0.04 0.04 0.04 0.04 0.04 0.05 0.04 0.04 0.05 43.41 1426.41 7005.23 19572.70 34577.44 46538.04 54591.16 55689.65 50173.85 39191.35 25623.38 11588.70 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 17.25 2577.44 15753.45 36155.65 56042.99 72575.08 78892.77 81859.77 74966.84 58018.00 40302.12 19397.04 3008.22 
0.12 0.01 0.00 0.00 0.00 0.00 0.01 0.00 0.01 0.01 72.96 1209.66 4178.82 11674.78 25284.32 37469.41 45757.07 48031.44 47273.76 41745.01 31110.15 19590.02 7111.44 633.70 
886.63 0.17 0.05 0.05 0.05 0.04 0.03 0.03 0.03 0.03 0.03 0.03 199.97 2971.48 12060.19 28156.97 43946.37 55720.33 60226.89 58294.66 51232.34 38757.35 22262.87 7950.15 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 60.26 4867.26 22531.38 43703.00 64378.56 77402.19 83312.23 80690.59 70855.93 55525.36 34729.88 12928.64 687.01 
3623.01 7.80 0.02 0.02 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 56.56 3302.55 17614.91 40276.27 62104.01 78555.37 86495.52 87189.72 80129.68 66536.68 43650.11 20414.71 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 341.53 7715.54 26567.64 49836.93 68143.25 78940.55 83054.32 79476.26 67869.89 52002.88 28773.60 6034.87 75.59 
13982.72 2898.51 5.18 0.02 0.02 0.02 0.03 0.03 0.02 0.03 0.03 0.03 0.03 15.72 1830.92 9648.77 27284.26 45068.42 54863.06 63882.42 64186.33 57337.13 47108.23 31448.83 
12879.53 2067.13 45.65 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.01 0.01 0.01 28.88 1635.28 8948.92 23918.33 39664.11 50850.38 57963.13 58616.36 52536.69 42163.69 28754.57 
0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 359.74 3877.31 12782.26 25079.36 38481.18 47488.56 47143.56 41619.01 33836.86 23322.50 12001.71 3505.60 182.22 
24123.89 14729.46 7094.90 2816.90 251.80 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 7.19 430.17 2310.90 9496.96 12727.75 20487.85 27097.24 28763.66 30539.33 
18269.05 14004.53 8468.45 3403.01 182.89 0.00 0.00 0.00 0.00 0.00 0.00 21.39 3281.09 16503.24 31272.09 44664.77 53429.13 58573.71 59658.91 57076.86 48643.15 36326.53 24572.91 21359.21 
52.59 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 31.39 1849.23 11334.21 26277.86 42458.72 54548.82 62507.66 62206.74 59389.12 47763.94 33139.17 16589.71 2876.80 
83.86 0.01 0.00 0.00 0.01 0.01 0.01 0.01 0.01 0.00 0.01 1.32 1029.49 8437.89 23429.46 38963.21 51812.07 61055.91 65321.34 58445.78 49337.18 35432.72 18874.39 4617.38 
8667.94 866.74 0.05 0.04 0.05 0.05 0.06 0.06 0.06 0.06 0.06 0.06 0.06 216.40 4222.71 15528.76 34322.76 52230.66 63729.82 70729.85 68514.55 56558.98 41326.51 23922.69 
6720.80 253.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.00 0.00 0.00 0.00 497.74 7825.04 25866.50 45921.18 63811.71 73191.40 79211.17 75070.09 62668.18 47547.72 23042.29 
410.89 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 331.71 4400.79 16002.38 32066.56 46165.57 55129.58 58122.70 54473.84 45442.39 32771.31 18337.97 5607.82 
8258.32 973.43 60.50 290.50 465.40 619.93 360.10 270.38 362.14 87.10 34.51 171.55 136.33 457.37 5230.35 20343.14 39528.62 59312.93 70969.74 73180.14 69334.47 60052.53 44507.76 25573.25 
4530.19 418.22 0.02 0.02 0.02 0.02 0.03 0.03 0.03 0.02 0.02 0.02 0.03 191.69 2955.05 9435.54 21863.45 34104.36 45476.90 49437.22 48984.53 43034.71 29914.65 14423.19 
2745.88 13.55 0.01 0.01 0.02 0.01 0.01 0.01 0.01 0.01 0.01 0.01 144.72 3831.79 17135.02 36435.74 55151.52 68313.28 76271.16 75400.40 68711.24 55278.03 34715.67 15176.32 
