timeslot,carbon_footprint,brown_energy,green_energy,acceptance_ratio,migration_count,ps_min,ps_5th,ps_mean,ps_95th,ps_max
0,0.0,0.0,0.0,100.0,0,13,13.35,17.453125,21.65,32
1,279.295,237.52,398.236,100.0,0,13,13.0,17.2152777778,21.0,30
2,404.649,344.382,572.686,100.0,0,13,13.0,17.0797546012,22.0,23
3,511.625,450.703,517.343,100.0,0,13,15.0,18.062992126,22.0,23
4,424.903,378.366,364.909,100.0,0,13,13.0,17.2565789474,22.0,23
5,519.807,465.216,442.884,100.0,0,13,13.0,17.2985074627,22.0,23
6,523.297,468.882,447.509,100.0,0,13,13.0,17.2647058824,21.0,22
7,465.185,416.723,408.177,100.0,0,13,13.0,17.6,21.0,23
8,461.667,413.401,404.786,100.0,0,13,13.0,17.0141843972,21.0,23
9,566.777,507.789,490.324,100.0,0,13,13.0,17.5098039216,23.0,23
10,584.666,523.474,509.637,100.0,0,13,14.0,16.7222222222,20.0,21
11,857.381,805.604,213.638,100.0,93,15,16.0,20.3231707317,28.0,37
12,627.559,560.311,530.336,100.0,0,14,14.0,18.4626865672,24.0,33
13,501.271,434.392,575.343,100.0,46,14,14.2,21.0482758621,29.0,40
14,403.011,357.419,786.538,100.0,2,13,13.0,18.4,27.0,30
15,392.97,351.502,870.76,100.0,0,13,13.0,17.7662337662,25.0,30
16,401.031,360.107,930.916,100.0,0,13,14.0,17.8258064516,25.6,30
17,376.986,338.944,883.834,100.0,0,13,14.0,17.8602941176,26.0,30
18,346.185,310.712,810.253,100.0,0,13,13.85,17.7826086957,23.0,27
19,333.235,299.69,795.896,100.0,0,13,13.0,18.0137931034,27.0,29
20,342.997,308.662,816.301,100.0,0,13,13.0,18.368,26.0,30
21,332.282,298.454,778.198,100.0,0,13,13.25,17.7142857143,25.75,29
22,303.176,272.658,715.248,100.0,0,13,14.0,18.1923076923,27.0,30
23,360.846,324.338,865.041,100.0,0,13,13.1,18.3426573427,26.0,30
24,362.436,325.813,869.68,100.0,0,0.0,0.0,0.0,0.0,0.0
25,133.416,120.08,319.006,100.0,0,0.0,0.0,0.0,0.0,0.0
26,48.965,44.081,113.805,100.0,0,0.0,0.0,0.0,0.0,0.0
27,15.952,14.316,36.018,100.0,0,0.0,0.0,0.0,0.0,0.0
28,11.208,10.0,24.361,100.0,0,0.0,0.0,0.0,0.0,0.0
29,2.828,2.5,6.792,100.0,0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,-0.0,100.0,0,0.0,0.0,0.0,0.0,0.0
