timeslot,sfc_id,vnf_count,server_count,co_count,path_stretch
0,0,3,1,1,14
0,1,4,1,1,15
0,2,5,1,1,17
0,3,4,1,1,16
0,4,3,1,1,13
0,5,5,1,1,18
0,6,5,1,1,17
0,7,5,1,1,17
0,8,6,1,1,19
0,9,4,1,1,15
0,10,4,1,1,15
0,11,3,1,1,14
0,12,6,1,1,19
0,13,4,1,1,15
0,14,5,1,1,17
0,15,4,1,1,16
0,16,4,1,1,15
0,17,6,1,1,19
0,18,4,1,1,16
0,19,4,1,1,16
0,20,4,1,1,15
0,21,6,1,1,19
0,22,5,1,1,18
0,23,6,1,1,19
0,24,5,1,1,17
0,25,3,1,1,13
0,26,3,1,1,14
0,27,4,1,1,15
0,28,6,1,1,19
0,29,4,1,1,15
0,30,4,1,1,16
0,31,3,1,1,13
0,32,3,1,1,13
0,33,3,1,1,14
0,34,4,1,1,15
0,35,5,1,1,18
0,36,5,1,1,17
0,37,3,1,1,13
0,38,4,1,1,15
0,39,6,1,1,19
0,40,3,1,1,13
0,41,4,1,1,16
0,42,6,1,1,19
0,43,5,1,1,17
0,44,4,1,1,15
0,45,4,1,1,16
0,46,5,1,1,17
0,47,4,1,1,16
0,48,3,1,1,14
0,49,6,1,1,19
0,50,3,1,1,14
0,51,5,1,1,17
0,52,6,1,1,20
0,53,4,1,1,15
0,54,6,1,1,19
0,55,4,1,1,15
0,56,4,1,1,15
0,57,5,1,1,17
0,58,5,1,1,17
0,59,4,1,1,16
0,60,4,1,1,16
0,61,6,1,1,20
0,62,3,1,1,13
0,63,3,1,1,13
0,64,4,1,1,15
0,65,5,1,1,17
0,66,4,1,1,15
0,67,6,1,1,19
0,68,4,1,1,15
0,69,4,1,1,16
0,70,5,1,1,18
0,71,5,1,1,17
0,72,4,1,1,15
0,73,6,1,1,19
0,74,3,1,1,13
0,75,3,1,1,14
0,76,5,1,1,17
0,77,4,1,1,15
0,78,6,1,1,20
0,79,6,1,1,19
0,80,4,1,1,15
0,81,5,1,1,17
0,82,6,1,1,19
0,83,5,1,1,17
0,84,4,1,1,15
0,85,5,1,1,17
0,86,3,1,1,13
0,87,6,1,1,19
0,88,5,1,1,17
