timeslot,carbon_footprint,brown_energy,green_energy,acceptance_ratio,migration_count,ps_min,ps_5th,ps_mean,ps_95th,ps_max
0,0.0,0.0,0.0,100.0,0,13,13.0,17.7640449438,23.0,30
1,373.691,319.015,554.024,100.0,0,13,13.1,17.736196319,25.7,29
2,400.078,340.942,588.989,100.0,0,14,14.0,17.6604938272,21.0,23
3,505.356,448.064,536.54,100.0,0,14,14.0,18.6432432432,23.0,28
4,601.579,539.361,550.681,100.0,0,14,14.1,18.2786885246,22.0,23
5,688.815,619.268,636.546,100.0,0,14,14.0,17.6834170854,21.0,23
6,742.266,667.616,656.985,100.0,0,14,14.0,18.2346368715,22.0,23
7,687.458,618.964,621.278,100.0,0,14,14.0,17.7111111111,22.0,23
8,620.271,558.634,553.682,100.0,0,14,14.0,17.9805194805,22.0,23
9,574.618,518.425,518.153,100.0,0,14,14.0,17.5976331361,22.0,23
10,640.63,578.07,563.093,100.0,0,13,13.0,15.967032967,19.0,20
11,926.771,881.024,175.886,100.0,114,15,15.0,22.1162790698,32.0,35
12,638.332,577.986,558.403,100.0,1,13,13.0,18.3125,29.0,34
13,581.664,506.691,729.753,100.0,54,14,14.0,21.201183432,28.2,36
14,465.294,412.187,899.938,100.0,0,13,13.0,18.1573033708,26.0,32
15,427.369,382.49,959.679,100.0,0,13,14.0,18.2043010753,27.0,33
16,483.584,435.48,1152.842,100.0,0,13,13.0,18.0941176471,27.0,33
17,454.181,409.477,1086.518,100.0,0,13,13.0,18.408839779,27.0,33
18,454.091,409.53,1106.26,100.0,0,13,13.0,18.4873417722,26.0,33
19,383.859,346.191,936.832,100.0,0,13,13.0,18.2774566474,26.0,32
20,437.436,394.585,1066.918,100.0,0,13,13.0,18.6666666667,31.0,33
21,455.452,410.841,1123.366,100.0,0,13,13.0,17.8050314465,26.0,33
22,412.2,371.93,1014.498,100.0,0,13,13.0,18.2760736196,27.0,33
23,447.881,404.298,1103.608,100.0,0,13,13.0,18.1467391304,27.0,33
24,456.61,412.654,1134.175,100.0,0,0.0,0.0,0.0,0.0,0.0
25,171.398,154.869,431.956,100.0,0,0.0,0.0,0.0,0.0,0.0
26,54.194,49.008,137.1,100.0,0,0.0,0.0,0.0,0.0,0.0
27,19.803,17.946,49.056,100.0,0,0.0,0.0,0.0,0.0,0.0
28,17.415,15.788,43.97,100.0,0,0.0,0.0,0.0,0.0,0.0
29,2.354,2.158,5.251,100.0,0,0.0,0.0,0.0,0.0,0.0
30,-0.0,0.0,-0.0,100.0,0,0.0,0.0,0.0,0.0,0.0
