timeslot,carbon_footprint,brown_energy,green_energy,acceptance_ratio,migration_count,ps_min,ps_5th,ps_mean,ps_95th,ps_max
0,0.0,0.0,0.0,100.0,0,13,13.0,16.3076923077,19.75,20
1,247.836219797,70.996,39.8390634268,100.0,0,13,13.0,16.5483870968,20.0,20
2,290.975953385,83.966,38.2809541213,100.0,0,13,13.0,16.4166666667,20.0,20
3,643.664768921,182.939,24.0368985189,100.0,0,13,13.0,16.1764705882,19.35,20
4,709.179730137,203.773,19.657654361,100.0,0,13,13.35,16.1428571429,20.0,20
5,568.790493333,164.539,14.8431080704,100.0,0,13,13.0,16.7878787879,20.0,20
6,675.595900898,198.272,18.3162444739,100.0,0,13,13.0,17.0,20.0,20
7,560.921230185,164.742,14.3109766455,100.0,0,13,14.0,16.4047619048,20.0,20
8,760.180921103,222.384,18.9713165502,100.0,0,13,13.65,16.4705882353,20.0,20
9,648.486577884,197.736,17.9286191835,100.0,0,13,13.0,16.5853658537,20.0,20
10,738.527580983,222.726,19.784574393,100.0,0,13,13.0,16.3823529412,20.0,20
11,695.554746323,207.451,8.68827498606,100.0,0,13,13.0,16.8214285714,20.0,20
12,703.162767047,201.042,12.7772542446,100.0,11,13,13.0,16.4047619048,20.0,20
13,642.336935104,167.58,75.1005402135,100.0,0,13,13.0,16.3488372093,20.0,20
14,753.940374498,202.958,94.30930094,100.0,0,13,13.55,16.75,20.0,20
15,616.595609372,165.773,95.3022509711,100.0,0,13,13.0,16.5128205128,20.0,20
16,566.424887424,161.529,96.29823243,100.0,0,13,13.3,16.5925925926,20.0,20
17,533.288910995,143.74,79.4850966602,100.0,0,13,13.65,16.4411764706,20.0,20
18,490.182831592,139.077,72.5958440923,100.0,0,13,14.0,16.5555555556,20.0,20
19,504.842250649,134.359,63.5612375399,100.0,0,13,13.0,16.6666666667,20.0,20
20,475.900807887,129.684,71.7106474763,100.0,0,13,13.0,16.0294117647,20.0,20
21,500.410878273,142.195,71.2249584004,100.0,0,13,13.0,16.71875,20.0,20
22,567.080698315,154.763,70.3554105103,100.0,0,13,13.0,16.7894736842,20.0,20
23,427.514853546,117.767,66.136352337,100.0,0,13,14.0,17.037037037,20.0,20
24,401.512282497,114.555,80.4760294089,100.0,0,0.0,0.0,0.0,0.0,0.0
25,91.3772385998,23.608,21.5061543233,100.0,0,0.0,0.0,0.0,0.0,0.0
26,37.151260888,9.252,3.30642100466,100.0,0,0.0,0.0,0.0,0.0,0.0
27,0.0,-0.0,0.0,100.0,0,0.0,0.0,0.0,0.0,0.0
