timeslot,sfc_id,vnf_count,server_count,co_count,path_stretch
0,0,4,1,1,16
0,1,5,1,1,17
0,2,4,1,1,15
0,3,5,1,1,19
0,4,6,2,1,23
0,5,5,1,1,17
0,6,5,1,1,18
0,7,4,1,1,16
0,8,6,1,1,19
0,9,3,1,1,14
0,10,3,1,1,14
0,11,6,1,1,19
0,12,6,2,2,26
0,13,3,1,1,14
0,14,5,1,1,18
0,15,3,1,1,15
0,16,5,1,1,17
0,17,5,2,1,19
0,18,6,3,1,27
0,19,5,1,1,19
0,20,3,1,1,13
0,21,4,1,1,15
0,22,6,1,1,19
0,23,4,1,1,16
0,24,3,1,1,14
0,25,6,1,1,20
0,26,5,1,1,19
0,27,5,1,1,19
0,28,6,1,1,19
0,29,6,1,1,20
0,30,5,1,1,20
0,31,3,1,1,14
0,32,3,1,1,14
0,33,5,1,1,18
0,34,5,1,1,18
0,35,3,1,1,13
0,36,5,1,1,17
0,37,3,1,1,14
0,38,3,1,1,15
0,39,5,1,1,18
0,40,3,1,1,13
0,41,3,1,1,14
0,42,6,1,1,20
0,43,6,1,1,21
0,44,4,1,1,16
0,45,3,1,1,14
0,46,6,1,1,20
0,47,5,2,1,19
0,48,6,1,1,21
0,49,6,1,1,21
0,50,5,1,1,17
0,51,3,1,1,15
0,52,5,1,1,19
0,53,5,1,1,17
0,54,4,3,1,21
0,55,5,1,1,18
0,56,3,1,1,15
0,57,6,1,1,21
0,58,3,1,1,14
0,59,4,1,1,17
0,60,3,1,1,14
0,61,6,1,1,19
0,62,6,1,1,19
0,63,3,1,1,15
0,64,4,1,1,15
0,65,5,1,1,18
0,66,5,1,1,18
0,67,4,1,1,16
0,68,5,1,1,17
0,69,5,1,1,18
0,70,3,1,1,14
0,71,6,1,1,20
0,72,3,1,1,14
0,73,4,2,1,19
0,74,4,1,1,15
0,75,4,1,1,17
0,76,6,1,1,21
0,77,3,1,1,15
0,78,6,3,1,32
0,79,3,1,1,15
0,80,6,1,1,20
0,81,6,1,1,21
0,82,5,1,1,18
0,83,4,1,1,15
0,84,5,1,1,18
0,85,3,1,1,13
0,86,4,1,1,17
0,87,3,1,1,15
0,88,5,1,1,17
0,89,3,1,1,14
0,90,6,1,1,19
0,91,4,1,1,17
0,92,4,1,1,15
0,93,4,1,1,17
0,94,4,1,1,17
0,95,6,1,1,21
0,96,6,2,1,22
0,97,3,1,1,15
0,98,4,1,1,17
0,99,3,1,1,14
0,100,5,1,1,18
0,101,3,1,1,15
0,102,5,3,1,23
0,103,4,1,1,17
0,104,5,1,1,18
0,105,6,1,1,21
0,106,3,1,1,13
0,107,3,1,1,13
0,108,4,1,1,17
0,109,4,1,1,16
0,110,6,2,1,21
0,111,5,1,1,18
0,112,3,1,1,15
0,113,6,1,1,19
0,114,5,1,1,19
0,115,4,1,1,16
0,116,5,1,1,17
0,117,3,1,1,15
0,118,5,1,1,18
0,119,4,1,1,17
0,120,3,1,1,13
0,121,5,1,1,17
0,122,5,1,1,18
0,123,4,2,1,17
0,124,6,1,1,20
0,125,5,3,1,23
0,126,5,1,1,19
