timeslot,carbon_footprint,brown_energy,green_energy,acceptance_ratio,migration_count,ps_min,ps_5th,ps_mean,ps_95th,ps_max
0,0.0,0.0,0.0,100.0,0,13,13.0,16.9662447257,22.0,35
1,1330.5569295,377.423,656.628000076,100.0,0,13,13.0,17.2600896861,22.0,35
2,1889.79227193,519.558,889.034944673,100.0,0,13,13.0,17.0974576271,22.0,25
3,2483.40811922,682.27,838.722795825,100.0,0,13,14.0,17.4723404255,22.3,25
4,2274.75447732,660.201,714.37540084,100.0,0,13,13.0,17.1968503937,22.0,25
5,2728.81874436,778.068,836.548131289,100.0,0,13,13.0,17.2550607287,22.0,25
6,2729.09273604,817.404,836.900449183,100.0,0,13,13.0,16.8583333333,22.0,25
7,2657.55763003,780.175,811.653887918,100.0,0,13,13.0,16.9612068966,21.0,25
8,2678.38683744,763.728,767.754983432,100.0,0,13,13.0,17.1115879828,22.0,25
9,2757.78583832,761.933,814.067216788,100.0,0,13,13.0,17.1680327869,21.0,25
10,2778.39609247,778.182,807.847138539,100.0,0,13,13.0,16.4680851064,20.0,21
11,3803.14544467,1139.712,272.814804325,100.0,142,15,16.0,21.704,27.55,32
12,2884.35482567,818.344,829.453253256,100.0,0,14,15.0,19.587755102,26.0,30
13,2692.67988609,752.851,1057.61811325,100.0,82,14,15.0,22.6861924686,31.0,36
14,2161.19994914,611.254,1351.34335948,100.0,15,13,13.0,17.3536585366,20.0,31
15,1862.73010511,526.704,1382.51366296,100.0,0,13,13.0,17.3925619835,20.0,31
16,1918.54053744,551.81,1500.32986666,100.0,0,13,13.0,17.2058823529,20.0,31
17,1650.27048708,488.934,1360.10591036,100.0,0,13,13.0,17.1219512195,20.0,31
18,1785.1504443,528.818,1473.70739125,100.0,0,13,13.0,17.9060150376,24.0,31
19,2009.82514121,577.654,1580.99024867,100.0,0,13,13.0,17.2991803279,21.0,31
20,1939.14141167,564.194,1545.1810168,100.0,0,13,13.0,17.2145922747,20.0,31
21,2000.53669926,559.43,1536.0033717,100.0,0,13,13.0,17.5311004785,21.0,31
22,1753.67903683,499.398,1385.22026884,100.0,0,13,13.0,17.2123552124,20.0,31
23,1840.21399573,535.115,1506.54660663,100.0,0,13,13.0,17.235059761,20.0,31
24,1966.18147564,584.129,1583.89849069,100.0,0,0.0,0.0,0.0,0.0,0.0
25,682.640795386,198.19,558.146990559,100.0,0,0.0,0.0,0.0,0.0,0.0
26,249.449443071,73.598,208.562974048,100.0,0,0.0,0.0,0.0,0.0,0.0
27,98.8656882383,28.905,80.1355095927,100.0,0,0.0,0.0,0.0,0.0,0.0
28,53.685535401,15.617,42.7631341938,100.0,0,0.0,0.0,0.0,0.0,0.0
29,30.4483597916,8.802,24.7794907413,100.0,0,0.0,0.0,0.0,0.0,0.0
30,15.1231443002,4.486,13.0013369767,100.0,0,0.0,0.0,0.0,0.0,0.0
31,7.56776851429,2.158,6.81439091409,100.0,0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,0.0,0.0
