timeslot,carbon_footprint,brown_energy,green_energy,acceptance_ratio,migration_count,ps_min,ps_5th,ps_mean,ps_95th,ps_max
0,0.0,0.0,0.0,100.0,0,13,13.35,16.8515625,20.0,21
1,400.921,364.853,160.192,100.0,0,13,13.0,16.5,20.0,21
2,567.876,518.201,237.393,100.0,0,13,13.0,16.4417177914,21.0,21
3,763.614,726.674,135.559,100.0,0,13,13.0,16.7637795276,20.0,21
4,638.628,614.71,78.322,100.0,0,13,13.0,16.4539473684,20.0,21
5,788.004,764.807,80.104,100.0,0,13,13.0,16.5746268657,20.35,21
6,791.011,771.03,81.281,100.0,0,13,13.0,16.625,20.0,21
7,712.211,693.31,73.648,100.0,0,13,13.0,16.8769230769,20.0,21
8,708.8,687.448,73.662,100.0,0,13,13.0,16.3120567376,20.0,21
9,862.536,837.706,89.097,100.0,0,13,13.0,16.4836601307,20.0,21
10,893.492,868.187,91.253,100.0,0,13,13.0,16.5416666667,20.0,21
11,1003.5,947.336,39.169,100.0,0,13,13.0,16.6707317073,20.85,21
12,972.192,928.115,66.675,100.0,58,13,13.0,16.6044776119,20.0,21
13,682.962,623.674,234.255,100.0,2,13,13.0,16.6206896552,20.0,21
14,639.819,604.396,299.518,100.0,0,13,13.0,16.8125,20.0,21
15,611.085,583.019,333.104,100.0,0,13,13.0,16.5584415584,20.0,21
16,624.871,588.796,365.647,100.0,0,13,13.0,16.5806451613,20.0,21
17,575.509,543.154,354.298,100.0,0,13,13.75,16.6985294118,20.0,21
18,532.948,503.136,319.666,100.0,0,13,13.0,16.6884057971,20.0,21
19,514.523,488.966,317.892,100.0,0,13,13.0,16.5931034483,20.0,21
20,516.596,491.93,335.446,100.0,0,13,13.0,16.68,20.0,21
21,494.279,468.968,321.092,100.0,0,13,13.0,16.5238095238,20.0,21
22,461.06,443.546,282.03,100.0,0,13,13.75,16.7564102564,20.0,21
23,582.393,557.595,318.2,100.0,0,13,13.0,16.6293706294,20.0,21
24,592.573,568.814,309.975,100.0,0,0.0,0.0,0.0,0.0,0.0
25,213.578,205.396,117.289,100.0,0,0.0,0.0,0.0,0.0,0.0
26,76.029,72.374,43.171,100.0,0,0.0,0.0,0.0,0.0,0.0
27,24.31,23.174,13.724,100.0,0,0.0,0.0,0.0,0.0,0.0
28,17.778,17.137,8.019,100.0,0,0.0,0.0,0.0,0.0,0.0
29,5.818,5.375,1.66,100.0,0,0.0,0.0,0.0,0.0,0.0
30,-0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,0.0,0.0
