timeslot,carbon_footprint,brown_energy,green_energy,acceptance_ratio,migration_count,ps_min,ps_5th,ps_mean,ps_95th,ps_max
0,0.0,0.0,0.0,100.0,0,13,13.25,17.8846153846,22.5,26
1,58.246,49.488,85.035,100.0,0,13,13.5,18.1612903226,23.5,26
2,65.03,55.14,93.282,100.0,0,14,14.75,17.9166666667,21.0,21
3,124.291,110.84,119.646,100.0,0,15,15.0,18.2941176471,21.0,24
4,133.662,119.645,121.221,100.0,0,14,15.0,17.6785714286,21.0,21
5,109.365,98.061,95.627,100.0,0,14,15.0,18.0606060606,21.0,22
6,132.078,118.509,115.675,100.0,0,14,15.0,18.3823529412,21.0,22
7,105.503,94.74,98.856,100.0,0,14,15.0,17.6904761905,21.0,22
8,146.659,131.975,130.728,100.0,0,14,14.0,17.6764705882,21.0,22
9,132.068,118.336,115.326,100.0,0,14,15.0,18.2195121951,22.0,22
10,147.35,132.139,131.175,100.0,0,13,13.0,16.3823529412,20.0,20
11,181.867,171.814,52.835,100.0,19,16,17.05,22.8571428571,32.55,35
12,130.988,118.002,118.154,100.0,0,13,13.0,17.4761904762,21.0,22
13,136.124,118.164,167.566,100.0,12,14,14.0,22.976744186,29.0,33
14,130.471,115.068,259.236,100.0,0,13,14.0,17.78125,21.0,26
15,111.647,99.009,247.124,100.0,0,13,14.0,18.1025641026,26.0,27
16,109.376,97.473,250.723,100.0,0,13,13.3,19.2222222222,26.7,31
17,92.948,83.04,216.386,100.0,0,13,14.0,19.1470588235,27.75,32
18,86.801,77.686,210.31,100.0,0,14,14.0,17.75,24.5,32
19,81.725,73.158,198.852,100.0,0,13,14.75,18.3055555556,24.5,27
20,84.524,75.658,201.584,100.0,0,13,13.0,17.7941176471,23.4,32
21,88.885,79.457,212.85,100.0,0,13,13.0,18.0,24.0,27
22,92.769,83.085,226.214,100.0,0,13,13.85,18.4473684211,26.15,27
23,75.883,67.982,181.697,100.0,0,13,14.0,19.037037037,26.7,27
24,78.585,70.487,193.331,100.0,0,0.0,0.0,0.0,0.0,0.0
25,17.778,15.96,44.183,100.0,0,0.0,0.0,0.0,0.0,0.0
26,5.188,4.659,12.317,100.0,0,0.0,0.0,0.0,0.0,0.0
27,-0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,0.0,0.0
