timeslot,carbon_footprint,brown_energy,green_energy,acceptance_ratio,migration_count,ps_min,ps_5th,ps_mean,ps_95th,ps_max
0,0.0,0.0,0.0,100.0,0,13,14.0,20.1629213483,25.0,25
1,440.1844,476.515,542.517578125,100.0,0,13,16.0,20.282208589,25.0,25
2,461.93505,495.829,598.828125,100.0,0,13,14.0,20.8641975309,26.0,26
3,613.50365,688.886,471.177734375,100.0,0,13,14.0,20.6216216216,26.0,26
4,741.13625,843.52,444.98828125,100.0,0,13,13.1,20.8524590164,26.0,26
5,864.55285,988.499,469.408203125,100.0,0,13,13.9,20.7537688442,26.0,26
6,924.38435,1053.843,483.396484375,100.0,0,13,15.9,21.1675977654,26.0,26
7,868.06165,995.224,428.359375,100.0,0,13,14.0,20.8277777778,25.0,26
8,780.2898,893.137,385.48828125,100.0,0,13,15.65,21.1298701299,26.0,26
9,722.82725,830.195,369.876953125,100.0,0,13,13.0,20.1301775148,25.0,26
10,796.1695,913.469,396.10546875,100.0,0,13,13.0,15.967032967,19.0,20
11,881.75175,982.17,133.689453125,100.0,0,13,13.0,16.1918604651,19.0,20
12,842.7274,959.497,147.349609375,100.0,45,13,13.0,20.0965909091,25.0,26
13,656.17535,709.713,723.23828125,100.0,17,13,14.8,20.1124260355,25.0,25
14,569.26285,630.265,913.89453125,100.0,0,13,13.85,19.9438202247,25.0,25
15,512.12755,573.844,948.751953125,100.0,0,13,15.0,20.6021505376,25.0,25
16,608.1767,688.767,1073.78320312,100.0,0,13,14.0,19.9647058824,25.0,25
17,556.30375,630.132,1023.75976562,100.0,0,13,13.0,20.0773480663,25.0,25
18,574.77255,652.901,1011.53710938,100.0,0,13,13.85,20.417721519,25.0,25
19,479.451,542.231,868.6875,100.0,0,13,14.0,20.2427745665,25.0,25
20,559.07135,634.166,962.837890625,100.0,0,13,13.0,20.2111111111,25.0,25
21,564.87685,635.799,1059.74414062,100.0,0,13,13.0,19.9182389937,25.0,25
22,523.0084,588.719,933.0234375,100.0,0,13,14.0,20.0552147239,25.0,25
23,565.50245,637.785,1015.87109375,100.0,0,13,14.0,20.347826087,25.0,25
24,585.939,668.648,1025.09570312,100.0,0,0.0,0.0,0.0,0.0,0.0
25,217.97315,248.925,397.556640625,100.0,0,0.0,0.0,0.0,0.0,0.0
26,66.5941,75.477,132.029296875,100.0,0,0.0,0.0,0.0,0.0,0.0
27,23.59175,26.885,47.34765625,100.0,0,0.0,0.0,0.0,0.0,0.0
28,21.56195,24.727,41.71484375,100.0,0,0.0,0.0,0.0,0.0,0.0
29,2.7574,3.218,4.66796875,100.0,0,0.0,0.0,0.0,0.0,0.0
30,-0.0,0.0,-0.0,100.0,0,0.0,0.0,0.0,0.0,0.0
