timeslot,sfc_id,vnf_count,server_count,co_count,path_stretch
0,0,3,1,1,13
0,1,3,1,1,14
0,2,5,1,1,18
0,3,3,1,1,13
0,4,4,1,1,15
0,5,6,1,1,19
0,6,6,1,1,21
0,7,4,1,1,16
0,8,6,1,1,21
0,9,5,1,1,19
0,10,4,1,1,16
0,11,6,1,1,19
0,12,6,1,1,21
0,13,4,1,1,15
0,14,5,1,1,19
0,15,4,1,1,15
0,16,4,1,1,15
0,17,3,1,1,14
0,18,6,1,1,21
0,19,4,1,1,15
0,20,6,1,1,19
0,21,6,1,1,19
0,22,5,1,1,17
0,23,5,1,1,17
0,24,6,1,1,21
0,25,3,1,1,15
0,26,5,1,1,17
0,27,6,1,1,21
0,28,3,1,1,13
0,29,5,1,1,19
0,30,4,1,1,15
0,31,5,1,1,18
0,32,5,1,1,17
0,33,5,1,1,18
0,34,5,1,1,17
0,35,6,1,1,19
0,36,6,1,1,19
0,37,4,1,1,15
0,38,4,1,1,15
0,39,4,1,1,16
0,40,5,1,1,18
0,41,3,1,1,15
0,42,6,1,1,19
0,43,6,1,1,19
0,44,3,1,1,14
0,45,5,1,1,19
0,46,3,1,1,13
0,47,5,1,1,18
0,48,6,1,1,20
0,49,4,1,1,16
0,50,3,1,1,14
0,51,6,1,1,20
0,52,5,1,1,17
0,53,6,1,1,21
0,54,4,1,1,15
0,55,6,1,1,19
0,56,4,1,1,15
0,57,3,1,1,15
0,58,6,1,1,19
0,59,5,1,1,19
0,60,5,1,1,18
0,61,5,1,1,17
0,62,3,1,1,13
0,63,4,1,1,16
0,64,6,1,1,21
0,65,5,1,1,19
0,66,3,1,1,13
0,67,5,1,1,17
0,68,4,1,1,16
0,69,5,1,1,18
0,70,6,1,1,21
0,71,4,1,1,15
0,72,5,1,1,17
0,73,6,1,1,21
0,74,5,1,1,19
0,75,4,1,1,16
0,76,5,1,1,18
0,77,4,1,1,16
0,78,5,1,1,19
0,79,6,1,1,20
0,80,5,1,1,17
0,81,5,1,1,17
0,82,5,1,1,19
0,83,5,1,1,17
0,84,4,1,1,15
0,85,6,1,1,20
0,86,4,1,1,15
0,87,4,1,1,16
0,88,6,1,1,19
0,89,6,1,1,19
0,90,6,1,1,21
0,91,6,1,1,19
0,92,5,1,1,17
0,93,3,1,1,13
0,94,6,1,1,20
0,95,6,1,1,21
0,96,4,1,1,15
0,97,3,1,1,13
0,98,4,1,1,16
0,99,5,1,1,18
0,100,4,1,1,15
0,101,3,1,1,15
0,102,4,1,1,16
0,103,5,1,1,19
0,104,5,1,1,18
0,105,4,1,1,15
0,106,5,1,1,18
0,107,5,1,1,17
0,108,5,1,1,18
0,109,4,1,1,15
0,110,4,1,1,15
0,111,3,1,1,13
0,112,5,1,1,18
0,113,4,1,1,17
0,114,3,1,1,13
0,115,3,1,1,13
0,116,3,1,1,13
0,117,5,1,1,19
0,118,3,1,1,13
0,119,6,1,1,19
0,120,6,1,1,21
0,121,4,1,1,16
0,122,6,1,1,20
0,123,6,1,1,20
0,124,3,1,1,14
0,125,3,1,1,14
0,126,3,1,1,14
0,127,5,1,1,17
0,128,5,1,1,17
0,129,4,1,1,15
0,130,5,1,1,18
0,131,6,1,1,20
0,132,6,1,1,19
0,133,5,1,1,18
0,134,6,1,1,19
0,135,3,1,1,14
0,136,6,1,1,20
0,137,5,1,1,18
0,138,5,1,1,19
0,139,6,1,1,21
0,140,4,1,1,15
0,141,5,1,1,17
0,142,6,1,1,19
0,143,5,1,1,17
0,144,5,1,1,18
0,145,4,1,1,15
0,146,6,1,1,20
0,147,3,1,1,15
0,148,3,1,1,14
0,149,5,1,1,17
0,150,5,1,1,17
0,151,5,1,1,19
0,152,3,1,1,15
0,153,4,1,1,15
0,154,4,1,1,15
0,155,4,1,1,17
0,156,6,1,1,20
0,157,6,1,1,21
0,158,5,1,1,18
0,159,6,1,1,19
0,160,5,1,1,19
0,161,4,1,1,15
0,162,6,1,1,21
0,163,5,1,1,19
0,164,5,1,1,17
0,165,5,1,1,18
0,166,3,1,1,13
0,167,3,1,1,13
0,168,5,1,1,17
0,169,6,1,1,19
0,170,5,1,1,17
0,171,6,1,1,19
0,172,3,1,1,13
0,173,3,1,1,15
0,174,6,1,1,19
0,175,6,1,1,19
0,176,6,1,1,19
0,177,4,1,1,16
0,178,6,1,1,21
0,179,5,1,1,18
0,180,5,1,1,19
0,181,4,1,1,15
0,182,5,1,1,18
0,183,6,1,1,20
0,184,6,1,1,20
0,185,5,1,1,17
0,186,4,1,1,15
0,187,6,1,1,19
0,188,4,1,1,16
0,189,6,1,1,19
0,190,6,1,1,19
0,191,5,1,1,17
0,192,4,1,1,16
0,193,6,1,1,19
0,194,4,1,1,15
0,195,5,1,1,18
0,196,6,1,1,19
0,197,5,1,1,18
0,198,4,1,1,15
1,199,3,1,1,13
1,200,6,1,1,21
1,201,4,1,1,15
1,202,6,1,1,20
1,203,5,1,1,19
