timeslot,carbon_footprint,brown_energy,green_energy,acceptance_ratio,migration_count,ps_min,ps_5th,ps_mean,ps_95th,ps_max
0,0.0,0.0,0.0,100.0,0,13,14.25,19.3846153846,23.75,25
1,67.575,67.201,92.732421875,100.0,0,13,13.0,19.2903225806,23.5,25
2,77.55995,78.021,96.259765625,100.0,0,13,13.0,20.6666666667,25.25,26
3,160.7656,171.232,94.615234375,100.0,0,13,13.65,19.8235294118,25.35,26
4,177.10685,190.241,91.890625,100.0,0,13,14.0,19.2142857143,25.0,26
5,145.52765,155.596,60.853515625,100.0,0,13,13.0,20.7878787879,26.0,26
6,178.03505,188.684,75.0,100.0,0,13,15.0,21.1470588235,26.0,26
7,147.7657,157.144,59.384765625,100.0,0,14,14.05,20.0952380952,25.0,26
8,196.6713,209.69,90.927734375,100.0,0,13,14.65,20.3529411765,26.0,26
9,173.7111,184.524,84.31640625,100.0,0,13,15.0,20.6097560976,25.0,26
10,196.656,210.016,89.814453125,100.0,0,13,13.0,16.3823529412,20.0,20
11,190.82755,202.516,36.7265625,100.0,0,13,13.0,16.8214285714,20.0,20
12,187.0833,199.401,32.3828125,100.0,11,13,13.0,18.9047619048,25.95,26
13,163.12265,162.469,165.765625,100.0,3,13,13.0,20.2790697674,25.0,25
14,183.78615,185.413,242.212890625,100.0,0,13,13.55,19.5625,25.0,25
15,154.3294,153.139,234.392578125,100.0,0,13,14.9,19.3333333333,25.0,25
16,146.9157,148.507,235.548828125,100.0,0,13,13.6,19.3703703704,25.0,25
17,132.2056,132.208,193.689453125,100.0,0,13,14.0,20.1176470588,25.0,25
18,127.5663,126.328,188.505859375,100.0,0,14,14.75,19.75,25.0,25
19,122.83775,122.119,173.6015625,100.0,0,13,15.0,20.0,25.0,25
20,117.83465,117.949,186.021484375,100.0,0,13,13.0,19.5588235294,25.0,25
21,125.99125,128.13,190.041015625,100.0,0,13,13.55,20.9375,25.0,25
22,135.26135,137.718,198.015625,100.0,0,13,14.0,20.2105263158,25.0,25
23,107.99165,108.662,162.388671875,100.0,0,13,15.3,20.0,25.0,25
24,105.07615,106.455,186.787109375,100.0,0,0.0,0.0,0.0,0.0,0.0
25,22.8327,22.448,45.939453125,100.0,0,0.0,0.0,0.0,0.0,0.0
26,8.89525,8.427,9.65625,100.0,0,0.0,0.0,0.0,0.0,0.0
27,0.0,-0.0,-0.0,100.0,0,0.0,0.0,0.0,0.0,0.0
