timeslot,carbon_footprint,brown_energy,green_energy,acceptance_ratio,migration_count,ps_min,ps_5th,ps_mean,ps_95th,ps_max
0,0.0,0.0,0.0,100.0,0,13,15.0,20.256281407,25.0,26
1,1617.88507906,589.707,639.375282839,100.0,0,13,15.0,20.3065326633,25.0,26
2,1943.80927191,714.018,794.20980024,100.0,0,13,15.0,19.4188034188,24.0,26
3,2716.55694339,1015.281,777.334376781,100.0,0,13,15.0,19.8349514563,25.0,26
4,2402.83042053,956.461,669.980010199,100.0,0,13,15.0,20.0346320346,25.0,26
5,2513.29626228,1024.369,723.403415945,100.0,0,13,15.0,20.0366972477,25.0,26
6,2690.51005467,1104.472,734.115529507,100.0,0,13,15.0,20.0944206009,25.0,26
7,2955.51877501,1122.968,729.440136619,100.0,0,13,15.0,20.2673267327,25.0,26
8,2687.48634319,1036.818,602.136803086,100.0,0,13,15.0,19.6976744186,25.0,26
9,2704.53988208,1017.268,669.264246338,100.0,0,13,15.0,19.5268817204,25.0,26
10,2481.69519495,954.62,664.160045664,100.0,0,13,13.0,16.8820512821,20.0,21
11,3053.15292602,1155.474,257.362955041,100.0,0,13,13.0,16.7389162562,20.0,21
12,3168.93319725,1217.801,236.883694904,100.0,1,13,15.0,20.7093596059,26.0,26
13,3075.87887176,1130.459,531.25708183,100.0,78,13,15.0,21.0995260664,25.0,26
14,2302.50542981,912.941,982.602117829,100.0,48,13,15.0,20.1116504854,25.0,26
15,1931.61823001,755.589,1033.84088394,100.0,0,13,15.0,20.4722222222,25.0,26
16,1697.3350978,692.272,956.12666385,100.0,0,13,15.0,19.6943005181,24.4,26
17,1832.17734377,697.578,1030.37899419,100.0,0,13,14.7,20.1794871795,25.0,26
18,1764.08651303,720.361,1090.33718968,100.0,0,13,15.0,20.165,24.0,26
19,1886.45110966,752.202,1085.14617043,100.0,0,13,15.0,20.4199134199,25.0,26
20,2422.4528551,948.112,1277.48799191,100.0,0,13,15.0,20.6255707763,25.0,26
21,2187.57751238,870.59,1217.41844973,100.0,0,14,15.0,20.2333333333,24.0,26
22,2045.39761333,824.344,1192.98861523,100.0,0,13,15.0,20.5306122449,25.0,26
23,2019.19890641,769.059,1033.70977494,100.0,0,13,15.0,20.2102803738,24.35,26
24,1941.20429997,786.25,1103.84910052,100.0,0,0.0,0.0,0.0,0.0,0.0
25,625.575346362,259.43,370.411421203,100.0,0,0.0,0.0,0.0,0.0,0.0
26,219.36127404,89.721,119.172418805,100.0,0,0.0,0.0,0.0,0.0,0.0
27,83.8774294038,33.571,53.0890163638,100.0,0,0.0,0.0,0.0,0.0,0.0
28,12.0403596965,4.555,2.98286849066,100.0,0,0.0,0.0,0.0,0.0,0.0
29,-0.0,-0.0,-0.0,100.0,0,0.0,0.0,0.0,0.0,0.0
