timeslot,carbon_footprint,brown_energy,green_energy,acceptance_ratio,migration_count,ps_min,ps_5th,ps_mean,ps_95th,ps_max
0,0.0,0.0,0.0,100.0,0,13,13.0,16.3076923077,19.75,20
1,83.982,70.996,39.666,100.0,0,13,13.0,16.5483870968,20.0,20
2,98.168,83.966,38.113,100.0,0,13,13.0,16.4166666667,20.0,20
3,202.31,182.939,24.678,100.0,0,13,13.0,16.1764705882,19.35,20
4,223.408,203.773,20.231,100.0,0,13,13.35,16.1428571429,20.0,20
5,182.002,164.539,14.741,100.0,0,13,13.0,16.7878787879,20.0,20
6,220.874,198.272,18.061,100.0,0,13,13.0,17.0,20.0,20
7,182.735,164.742,14.415,100.0,0,13,14.0,16.4047619048,20.0,20
8,246.06,222.384,19.707,100.0,0,13,13.65,16.4705882353,20.0,20
9,219.742,197.736,18.401,100.0,0,13,13.0,16.5853658537,20.0,20
10,246.035,222.726,20.557,100.0,0,13,13.0,16.3823529412,20.0,20
11,230.008,207.451,8.646,100.0,0,13,13.0,16.8214285714,20.0,20
12,221.804,201.042,13.372,100.0,11,13,13.0,16.4047619048,20.0,20
13,198.14,167.58,75.059,100.0,0,13,13.0,16.3488372093,20.0,20
14,237.226,202.958,93.205,100.0,0,13,13.55,16.75,20.0,20
15,196.974,165.773,98.16,100.0,0,13,13.0,16.5128205128,20.0,20
16,188.256,161.529,97.563,100.0,0,13,13.3,16.5925925926,20.0,20
17,169.434,143.74,78.003,100.0,0,13,13.65,16.4411764706,20.0,20
18,165.525,139.077,73.522,100.0,0,13,14.0,16.5555555556,20.0,20
19,159.357,134.359,66.618,100.0,0,13,13.0,16.6666666667,20.0,20
20,152.835,129.684,73.882,100.0,0,13,13.0,16.0294117647,20.0,20
21,164.6,142.195,72.345,100.0,0,13,13.0,16.71875,20.0,20
22,178.775,154.763,72.275,100.0,0,13,13.0,16.7894736842,20.0,20
23,137.443,117.767,65.202,100.0,0,13,14.0,17.037037037,20.0,20
24,133.011,114.555,80.27,100.0,0,0.0,0.0,0.0,0.0,0.0
25,28.39,23.608,21.152,100.0,0,0.0,0.0,0.0,0.0,0.0
26,11.62,9.252,3.32,100.0,0,0.0,0.0,0.0,0.0,0.0
27,0.0,-0.0,0.0,100.0,0,0.0,0.0,0.0,0.0,0.0
