timeslot,carbon_footprint,brown_energy,green_energy,acceptance_ratio,migration_count,ps_min,ps_5th,ps_mean,ps_95th,ps_max
0,0.0,0.0,0.0,100.0,0,13,13.25,17.8846153846,22.5,26
1,182.661781048,49.488,83.6551444193,100.0,0,13,13.5,18.1612903226,23.5,26
2,204.421443966,55.14,94.7492952503,100.0,0,14,14.75,17.9166666667,21.0,21
3,387.019241622,110.84,117.506350805,100.0,0,15,15.0,18.2941176471,21.0,24
4,425.665939593,119.645,119.82396855,100.0,0,14,15.0,17.6785714286,21.0,21
5,352.215767797,98.061,97.4414234529,100.0,0,14,15.0,18.0606060606,21.0,22
6,419.362182943,118.509,115.320972634,100.0,0,14,15.0,18.3823529412,21.0,22
7,327.92945913,94.74,97.1070010706,100.0,0,14,15.0,17.6904761905,21.0,22
8,464.936737039,131.975,129.960812076,100.0,0,14,14.0,17.6764705882,21.0,22
9,418.958033232,118.336,115.015924557,100.0,0,14,15.0,18.2195121951,22.0,22
10,455.148902224,132.139,131.657757721,100.0,0,13,13.0,16.3823529412,20.0,20
11,559.77466433,171.814,52.1926565959,100.0,19,16,17.05,22.8571428571,32.55,35
12,403.580342357,118.002,119.22044474,100.0,0,13,13.0,17.4761904762,21.0,22
13,421.742858846,118.164,170.219036874,100.0,12,14,14.0,22.976744186,29.0,33
14,400.642842907,115.068,260.570022065,100.0,0,13,14.0,17.78125,21.0,26
15,361.722977843,99.009,246.358583466,100.0,0,13,14.0,18.1025641026,26.0,27
16,337.371243694,97.473,247.604603373,100.0,0,13,13.3,19.2222222222,26.7,31
17,276.027849258,83.04,217.12925789,100.0,0,13,14.0,19.1470588235,27.75,32
18,262.491545623,77.686,210.806374212,100.0,0,14,14.0,17.75,24.5,32
19,259.331381321,73.158,195.073390739,100.0,0,13,14.75,18.3055555556,24.5,27
20,270.538096102,75.658,203.456082664,100.0,0,13,13.0,17.7941176471,23.4,32
21,274.587992552,79.457,218.825466511,100.0,0,13,13.0,18.0,24.0,27
22,289.409302649,83.085,226.664345115,100.0,0,13,13.85,18.4473684211,26.15,27
23,224.792657509,67.982,183.690542541,100.0,0,13,14.0,19.037037037,26.7,27
24,244.379823164,70.487,193.299165275,100.0,0,0.0,0.0,0.0,0.0,0.0
25,56.1756090643,15.96,44.1390975497,100.0,0,0.0,0.0,0.0,0.0,0.0
26,16.3449636095,4.659,12.4499764852,100.0,0,0.0,0.0,0.0,0.0,0.0
27,-0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,0.0,0.0
