timeslot,carbon_footprint,brown_energy,green_energy,acceptance_ratio,migration_count,ps_min,ps_5th,ps_mean,ps_95th,ps_max
0,0.0,0.0,0.0,100.0,0,13,13.0,17.7640449438,23.0,30
1,1181.64049202,319.015,568.480550603,100.0,0,13,13.1,17.736196319,25.7,29
2,1267.64221909,340.942,599.103121869,100.0,0,14,14.0,17.6604938272,21.0,23
3,1521.71796874,448.064,534.230295582,100.0,0,14,14.0,18.6432432432,23.0,28
4,1906.02643273,539.361,558.256348999,100.0,0,14,14.1,18.2786885246,22.0,23
5,2080.07976634,619.268,643.618823399,100.0,0,14,14.0,17.6834170854,21.0,23
6,2206.88737638,667.616,656.816884565,100.0,0,14,14.0,18.2346368715,22.0,23
7,2149.56491675,618.964,613.212636466,100.0,0,14,14.0,17.7111111111,22.0,23
8,1875.55573954,558.634,543.945293652,100.0,0,14,14.0,17.9805194805,22.0,23
9,1800.46551711,518.425,524.232369725,100.0,0,14,14.0,17.5976331361,22.0,23
10,1907.45813054,578.07,566.645876166,100.0,0,13,13.0,15.967032967,19.0,20
11,2941.52826281,881.024,178.625039499,100.0,114,15,15.0,22.1162790698,32.0,35
12,2050.12219208,577.986,559.391974876,100.0,1,13,13.0,18.3125,29.0,34
13,1849.61706682,506.691,718.147178314,100.0,54,14,14.0,21.201183432,28.2,36
14,1476.14333303,412.187,894.724160125,100.0,0,13,13.0,18.1573033708,26.0,32
15,1288.91102334,382.49,945.860293633,100.0,0,13,14.0,18.2043010753,27.0,33
16,1485.36928218,435.48,1184.61033153,100.0,0,13,13.0,18.0941176471,27.0,33
17,1383.80945993,409.477,1085.34651599,100.0,0,13,13.0,18.408839779,27.0,33
18,1447.25222427,409.53,1110.59373932,100.0,0,13,13.0,18.4873417722,26.0,33
19,1164.29568746,346.191,941.026685381,100.0,0,13,13.0,18.2774566474,26.0,32
20,1312.79467595,394.585,1060.52677673,100.0,0,13,13.0,18.6666666667,31.0,33
21,1373.46790892,410.841,1154.21037655,100.0,0,13,13.0,17.8050314465,26.0,33
22,1221.55970101,371.93,1042.39606919,100.0,0,13,13.0,18.2760736196,27.0,33
23,1390.10102275,404.298,1120.09785235,100.0,0,13,13.0,18.1467391304,27.0,33
24,1390.55965908,412.654,1166.93871033,100.0,0,0.0,0.0,0.0,0.0,0.0
25,555.013649987,154.869,433.57323047,100.0,0,0.0,0.0,0.0,0.0,0.0
26,160.08623972,49.008,139.875416994,100.0,0,0.0,0.0,0.0,0.0,0.0
27,59.1344557734,17.946,48.757951156,100.0,0,0.0,0.0,0.0,0.0,0.0
28,52.5357788666,15.788,43.9938868517,100.0,0,0.0,0.0,0.0,0.0,0.0
29,7.45056761689,2.158,5.2423147428,100.0,0,0.0,0.0,0.0,0.0,0.0
30,-0.0,0.0,-0.0,100.0,0,0.0,0.0,0.0,0.0,0.0
