timeslot,carbon_footprint,brown_energy,green_energy,acceptance_ratio,migration_count,ps_min,ps_5th,ps_mean,ps_95th,ps_max
0,0.0,0.0,0.0,100.0,0,13,13.0,17.3097345133,24.0,27
1,216.253,184.266,322.075,100.0,0,13,13.0,17.6470588235,21.95,27
2,303.018,258.499,458.49,100.0,0,13,14.0,18.3387096774,25.0,27
3,407.669,361.845,446.804,100.0,0,14,15.0,18.2818181818,23.0,25
4,351.152,314.371,334.273,100.0,0,13,13.0,17.4752475248,23.0,27
5,332.632,299.611,295.989,100.0,0,13,14.0,17.7663551402,21.7,26
6,356.581,320.4,321.928,100.0,0,13,13.9,17.7478991597,23.0,27
7,406.883,367.091,370.654,100.0,0,13,13.0,17.7931034483,22.0,27
8,424.397,382.669,389.79,100.0,0,13,14.0,17.2058823529,22.95,27
9,344.42,311.104,303.401,100.0,0,13,13.2,17.5333333333,22.0,25
10,363.149,326.85,318.44,100.0,0,13,13.0,16.3818181818,21.0,21
11,457.497,432.098,92.541,100.0,56,15,16.0,20.9421487603,31.0,35
12,391.417,351.88,340.847,100.0,0,13,13.0,18.7475728155,26.0,36
13,341.711,297.405,423.315,100.0,37,13,14.0,22.1367521368,31.0,36
14,324.027,289.138,654.624,100.0,3,13,13.0,18.7227722772,28.0,32
15,300.077,269.694,685.18,100.0,0,13,13.15,18.25,27.0,32
16,298.112,268.911,703.867,100.0,0,13,13.9,19.0071942446,27.1,32
17,322.317,291.381,796.908,100.0,0,13,14.0,18.9345794393,26.7,32
18,270.439,245.07,677.442,100.0,0,13,13.6,18.3008849558,25.4,27
19,298.972,270.79,751.171,100.0,0,13,13.0,17.9921875,27.0,32
20,304.229,275.784,758.433,100.0,0,13,13.0,18.4901960784,27.0,32
21,260.697,236.094,651.361,100.0,0,13,13.0,17.5048543689,22.0,27
22,228.528,206.84,568.777,100.0,0,13,13.0,18.7303370787,27.0,29
23,201.431,182.069,507.597,100.0,0,13,13.1,18.6213592233,27.0,32
24,221.34,200.194,553.357,100.0,0,0.0,0.0,0.0,0.0,0.0
25,83.67,75.765,207.607,100.0,0,0.0,0.0,0.0,0.0,0.0
26,37.094,33.568,94.124,100.0,0,0.0,0.0,0.0,0.0,0.0
27,7.636,6.815,19.548,100.0,0,0.0,0.0,0.0,0.0,0.0
28,2.449,2.158,6.076,100.0,0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,-0.0,100.0,0,0.0,0.0,0.0,0.0,0.0
