timeslot,carbon_footprint,brown_energy,green_energy,acceptance_ratio,migration_count,ps_min,ps_5th,ps_mean,ps_95th,ps_max
0,0.0,0.0,0.0,100.0,0,13,13.9,18.1005025126,23.0,28
1,447.717,382.061,673.625,100.0,0,13,14.0,18.2914572864,25.0,28
2,555.421,473.932,820.042,100.0,0,13,14.0,17.8290598291,23.0,26
3,777.65,688.006,824.306,100.0,0,14,14.0,18.2815533981,22.0,27
4,731.894,655.97,678.541,100.0,0,13,14.0,17.9134199134,22.0,25
5,787.268,706.934,717.513,100.0,0,13,14.0,17.9541284404,22.0,26
6,834.075,750.764,762.013,100.0,0,13,14.0,18.3347639485,23.0,26
7,848.739,762.026,774.086,100.0,0,13,14.0,17.9702970297,21.95,26
8,759.708,681.934,692.04,100.0,0,13,14.0,17.8418604651,22.0,26
9,765.904,688.64,706.805,100.0,0,13,14.0,17.8494623656,22.0,26
10,735.622,662.067,665.659,100.0,0,13,13.0,17.2461538462,21.0,21
11,1079.217,1014.913,292.851,100.0,115,15,17.0,22.0049261084,32.0,35
12,834.365,746.148,709.576,100.0,1,13,14.0,19.2315270936,29.0,35
13,780.988,677.302,915.868,100.0,79,14,15.0,22.009478673,29.0,32
14,597.628,529.68,1145.628,100.0,1,13,13.0,18.7766990291,28.0,30
15,517.233,462.946,1142.728,100.0,0,13,13.95,18.7833333333,28.0,30
16,468.939,421.163,1091.045,100.0,0,13,13.0,17.3834196891,24.0,29
17,478.962,431.775,1139.754,100.0,0,13,14.0,18.3794871795,24.3,29
18,497.655,449.539,1202.26,100.0,0,13,13.0,18.465,27.05,28
19,504.544,456.032,1233.261,100.0,0,13,13.0,18.6666666667,28.0,30
20,620.19,559.706,1512.004,100.0,0,13,13.9,18.6347031963,28.0,29
21,579.712,522.163,1399.497,100.0,0,13,13.0,18.4095238095,27.0,30
22,553.043,499.152,1345.09,100.0,0,13,14.0,18.2806122449,26.0,30
23,502.651,453.076,1217.256,100.0,0,13,13.0,18.0654205607,24.35,30
24,519.622,469.661,1268.353,100.0,0,0.0,0.0,0.0,0.0,0.0
25,174.099,157.273,420.554,100.0,0,0.0,0.0,0.0,0.0,0.0
26,58.932,53.052,141.526,100.0,0,0.0,0.0,0.0,0.0,0.0
27,22.314,20.277,57.993,100.0,0,0.0,0.0,0.0,0.0,0.0
28,2.828,2.5,5.859,100.0,0,0.0,0.0,0.0,0.0,0.0
29,-0.0,0.0,-0.0,100.0,0,0.0,0.0,0.0,0.0,0.0
