timeslot,carbon_footprint,brown_energy,green_energy,acceptance_ratio,migration_count,ps_min,ps_5th,ps_mean,ps_95th,ps_max
0,0.0,0.0,0.0,100.0,0,13,13.0,16.8222996516,20.0,21
1,937.495,836.085,353.227,100.0,0,13,13.0,17.012012012,20.0,21
2,1383.21,1243.574,497.915,100.0,0,13,13.0,17.0588235294,20.0,21
3,1486.73,1405.293,269.108,100.0,0,13,13.0,16.7762237762,20.0,21
4,1606.808,1532.635,210.786,100.0,0,13,13.0,16.8089552239,20.0,21
5,1923.725,1836.959,211.08,100.0,0,13,13.0,16.9194630872,20.0,21
6,1826.45,1750.053,184.763,100.0,0,13,13.0,17.1254237288,20.0,21
7,1773.609,1703.203,175.109,100.0,0,13,13.0,16.8609271523,20.0,21
8,1689.915,1616.7,167.687,100.0,0,13,13.0,17.0,20.0,21
9,1761.761,1681.804,163.51,100.0,0,13,13.0,16.9782608696,20.0,21
10,1814.793,1729.19,168.32,100.0,0,13,13.0,16.790625,20.0,21
11,2095.812,1947.783,68.739,100.0,0,13,13.0,16.9873417722,20.0,21
12,1955.28,1847.141,128.207,100.0,99,13,13.0,16.9185667752,20.0,21
13,1633.842,1463.154,524.732,100.0,8,13,13.0,16.8993902439,20.0,21
14,1470.611,1353.847,641.083,100.0,0,13,13.0,17.0066889632,20.0,21
15,1302.718,1209.557,719.452,100.0,0,13,13.0,16.7727272727,20.0,21
16,1331.024,1245.967,734.958,100.0,0,13,13.0,16.7118644068,20.0,21
17,1304.741,1226.32,694.017,100.0,0,13,13.0,16.9058823529,20.0,21
18,1298.535,1226.673,743.515,100.0,0,13,13.0,17.1323076923,20.0,21
19,1358.63,1289.033,749.867,100.0,0,13,13.0,17.0586319218,20.0,21
20,1400.473,1308.136,728.636,100.0,0,13,13.0,16.71197411,20.0,21
21,1400.431,1309.018,726.377,100.0,0,13,13.0,16.8783783784,20.0,21
22,1304.441,1225.072,724.19,100.0,0,13,13.0,16.9585987261,20.0,21
23,1392.259,1301.558,718.842,100.0,0,13,13.0,16.7632398754,20.0,21
24,1441.038,1350.73,767.046,100.0,0,0.0,0.0,0.0,0.0,0.0
25,519.033,486.818,301.509,100.0,0,0.0,0.0,0.0,0.0,0.0
26,199.171,186.907,95.68,100.0,0,0.0,0.0,0.0,0.0,0.0
27,91.134,84.344,40.036,100.0,0,0.0,0.0,0.0,0.0,0.0
28,43.741,39.032,12.258,100.0,0,0.0,0.0,0.0,0.0,0.0
29,15.656,13.641,4.639,100.0,0,0.0,0.0,0.0,0.0,0.0
30,15.656,13.641,4.639,100.0,0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,-0.0,100.0,0,0.0,0.0,0.0,0.0,0.0
