timeslot,carbon_footprint,brown_energy,green_energy,acceptance_ratio,migration_count,ps_min,ps_5th,ps_mean,ps_95th,ps_max
0,0.0,0.0,0.0,100.0,0,13,13.0,19.0522648084,25.0,25
1,2183.73846081,804.286,838.773276504,100.0,0,13,13.0,19.5015015015,25.0,25
2,3304.43129616,1192.337,1205.65144517,100.0,0,13,14.0,20.1280276817,25.0,25
3,3553.12042002,1347.455,781.098769769,100.0,0,13,13.0,20.0384615385,25.0,25
4,3834.34023965,1465.724,700.627625816,100.0,0,13,13.7,19.728358209,25.0,25
5,4547.79579419,1758.008,755.788067356,100.0,0,13,14.0,19.932885906,25.0,25
6,4270.85496972,1676.544,679.618166953,100.0,0,13,14.0,20.213559322,25.0,25
7,3962.53273127,1625.07,664.197493173,100.0,0,13,14.0,20.0629139073,25.0,25
8,3897.41988121,1538.234,650.484554245,100.0,0,13,13.0,20.0681114551,25.0,25
9,3913.58405802,1605.981,638.038031907,100.0,0,13,14.0,19.8726708075,25.0,25
10,4251.16193738,1655.843,641.878286979,100.0,0,13,13.0,16.790625,20.0,21
11,4964.29255992,1917.951,258.992776973,100.0,0,13,13.0,16.9873417722,20.0,21
12,4499.03705536,1836.426,299.997232188,100.0,99,13,14.0,18.9739413681,26.0,26
13,3976.79149238,1431.42,1192.97319253,100.0,24,13,13.0,19.5426829268,25.0,26
14,3452.58824809,1296.657,1508.57560602,100.0,0,13,14.0,19.5518394649,25.0,25
15,2862.34592171,1151.719,1677.25623516,100.0,0,13,14.0,19.2694805195,25.0,25
16,3120.08374596,1183.474,1716.43742988,100.0,0,13,13.7,19.3762711864,25.0,25
17,2920.74227213,1157.68,1670.60369455,100.0,0,13,13.0,19.4117647059,25.0,25
18,3058.18672695,1163.278,1757.53603378,100.0,0,13,14.0,19.7661538462,25.0,25
19,3170.23725238,1222.799,1764.41182177,100.0,0,13,14.0,19.2475570033,25.0,25
20,3092.28002832,1243.706,1718.67919441,100.0,0,13,14.0,19.0517799353,25.0,25
21,3299.71190172,1248.225,1701.20276647,100.0,0,13,14.0,19.3445945946,25.0,25
22,3011.69451682,1161.957,1699.60440158,100.0,0,13,14.0,19.4426751592,25.0,25
23,3207.70143793,1234.649,1711.0440382,100.0,0,13,13.0,19.2492211838,25.0,25
24,3289.53238956,1288.286,1799.10510469,100.0,0,0.0,0.0,0.0,0.0,0.0
25,1148.41241402,461.937,700.068253356,100.0,0,0.0,0.0,0.0,0.0,0.0
26,440.337409492,176.688,233.91956337,100.0,0,0.0,0.0,0.0,0.0,0.0
27,195.410145451,79.233,98.4004037652,100.0,0,0.0,0.0,0.0,0.0,0.0
28,101.200513829,37.879,29.7216618591,100.0,0,0.0,0.0,0.0,0.0,0.0
29,38.1378053036,13.476,10.2945808549,100.0,0,0.0,0.0,0.0,0.0,0.0
30,38.0645084005,13.476,10.3621432858,100.0,0,0.0,0.0,0.0,0.0,0.0
31,0.0,-0.0,-0.0,100.0,0,0.0,0.0,0.0,0.0,0.0
