timeslot,carbon_footprint,brown_energy,green_energy,acceptance_ratio,migration_count,ps_min,ps_5th,ps_mean,ps_95th,ps_max
0,0.0,0.0,0.0,100.0,0,13,13.0,17.6724137931,22.0,29
1,746.062,636.52,1129.316,100.0,0,13,13.0,17.591954023,22.0,29
2,971.186,828.226,1461.173,100.0,0,13,13.0,17.8081081081,23.0,25
3,1158.086,1024.683,1271.143,100.0,0,13,14.0,18.0055096419,23.0,24
4,1261.81,1126.489,1218.061,100.0,0,13,13.0,17.5253731343,22.0,25
5,1234.616,1107.94,1148.819,100.0,0,13,14.0,17.7823529412,23.0,25
6,1246.628,1119.88,1144.975,100.0,0,13,13.0,17.7318611987,23.0,25
7,1211.115,1087.903,1124.701,100.0,0,13,13.0,17.4542772861,23.0,25
8,1248.692,1122.102,1138.589,100.0,0,13,13.0,17.5047318612,21.0,25
9,1213.893,1091.623,1104.248,100.0,0,13,13.0,17.5552325581,23.0,25
10,1408.309,1266.958,1293.477,100.0,0,13,13.0,16.9335180055,21.0,21
11,2003.904,1895.417,545.551,100.0,219,15,16.0,21.5643274854,26.95,35
12,1379.541,1238.135,1242.618,100.0,0,13,14.25,19.4869281046,28.0,33
13,1095.308,953.51,1324.714,100.0,130,13,14.0,21.5410764873,30.4,38
14,886.445,788.841,1772.485,100.0,9,13,14.0,17.9373219373,26.0,28
15,890.621,802.078,2080.029,100.0,0,13,14.0,17.4969879518,23.0,27
16,785.899,709.873,1920.796,100.0,0,13,13.0,17.8724035608,26.0,28
17,778.392,703.763,1926.304,100.0,0,13,13.0,17.9653179191,26.0,28
18,798.831,722.653,2000.707,100.0,0,13,14.0,17.9008498584,25.4,28
19,825.036,746.281,2062.628,100.0,0,13,13.0,18.1323529412,26.0,28
20,838.015,757.929,2099.778,100.0,0,13,13.0,17.8555240793,25.0,27
21,871.811,788.073,2194.433,100.0,0,13,14.0,18.2150537634,26.0,28
22,878.847,794.607,2216.055,100.0,0,13,13.0,17.7706185567,26.0,28
23,929.375,840.256,2330.241,100.0,0,13,14.0,18.1895043732,26.0,28
24,877.322,793.925,2203.08,100.0,0,0.0,0.0,0.0,0.0,0.0
25,323.471,292.694,816.814,100.0,0,0.0,0.0,0.0,0.0,0.0
26,103.518,93.708,260.559,100.0,0,0.0,0.0,0.0,0.0,0.0
27,29.843,27.091,74.351,100.0,0,0.0,0.0,0.0,0.0,0.0
28,12.4,11.302,31.978,100.0,0,0.0,0.0,0.0,0.0,0.0
29,2.593,2.329,6.406,100.0,0,0.0,0.0,0.0,0.0,0.0
30,0.0,-0.0,-0.0,100.0,0,0.0,0.0,0.0,0.0,0.0
