timeslot,carbon_footprint,brown_energy,green_energy,acceptance_ratio,migration_count,ps_min,ps_5th,ps_mean,ps_95th,ps_max
0,0.0,0.0,0.0,100.0,0,13,14.0,18.3066202091,24.0,35
1,628.984,533.558,915.75,100.0,0,13,14.0,18.2942942943,23.0,30
2,919.138,780.674,1339.498,100.0,0,13,14.0,18.4809688581,23.0,25
3,959.416,845.221,1043.825,100.0,0,13,14.0,18.5034965035,22.0,29
4,1029.422,915.409,971.673,100.0,0,13,14.0,18.1373134328,23.0,25
5,1222.121,1091.056,1126.989,100.0,0,13,14.0,18.2953020134,23.0,25
6,1155.595,1033.74,1058.36,100.0,0,13,14.0,18.4813559322,23.0,25
7,1120.581,1003.334,1024.481,100.0,0,13,14.0,18.2119205298,23.0,25
8,1064.831,952.605,972.403,100.0,0,13,14.0,18.5046439628,23.0,25
9,1096.586,980.862,1009.053,100.0,0,13,14.0,18.2577639752,23.0,25
10,1129.843,1010.597,1035.027,100.0,0,13,13.0,17.228125,21.0,21
11,1773.971,1672.164,413.13,100.0,200,15,16.0,22.0221518987,31.0,36
12,1221.082,1090.797,1086.184,100.0,2,13,14.0,20.1596091205,30.0,36
13,1140.309,986.944,1372.359,100.0,88,14,14.0,22.4969512195,31.0,34
14,902.238,799.575,1713.17,100.0,8,13,14.0,18.9063545151,26.0,33
15,815.012,728.255,1826.736,100.0,0,13,14.0,18.5551948052,26.0,33
16,817.48,733.217,1933.401,100.0,0,13,14.0,18.6406779661,26.3,33
17,788.847,708.274,1902.105,100.0,0,13,14.0,18.6882352941,26.05,33
18,801.151,720.475,1959.602,100.0,0,13,14.0,19.0984615385,27.0,33
19,826.156,743.924,2029.591,100.0,0,13,14.0,18.8990228013,26.7,33
20,832.005,746.39,2022.992,100.0,0,13,14.0,18.6666666667,27.0,33
21,842.698,756.527,2027.177,100.0,0,13,14.0,18.8682432432,26.25,32
22,797.056,716.349,1941.018,100.0,0,13,14.0,18.7197452229,27.0,32
23,828.061,743.339,2009.851,100.0,0,13,14.0,18.6479750779,26.0,33
24,867.907,779.745,2107.11,100.0,0,0.0,0.0,0.0,0.0,0.0
25,326.05,293.159,782.814,100.0,0,0.0,0.0,0.0,0.0,0.0
26,115.592,103.778,280.111,100.0,0,0.0,0.0,0.0,0.0,0.0
27,51.8,46.41,123.411,100.0,0,0.0,0.0,0.0,0.0,0.0
28,21.792,19.316,50.042,100.0,0,0.0,0.0,0.0,0.0,0.0
29,8.128,7.159,17.955,100.0,0,0.0,0.0,0.0,0.0,0.0
30,8.128,7.159,17.955,100.0,0,0.0,0.0,0.0,0.0,0.0
31,-0.0,-0.0,-0.0,100.0,0,0.0,0.0,0.0,0.0,0.0
