timeslot,carbon_footprint,brown_energy,green_energy,acceptance_ratio,migration_count,ps_min,ps_5th,ps_mean,ps_95th,ps_max
0,0.0,0.0,0.0,100.0,0,13,13.9,18.1005025126,23.0,28
1,1332.24308506,382.061,688.958551556,100.0,0,13,14.0,18.2914572864,25.0,28
2,1756.68211895,473.932,843.873615243,100.0,0,13,14.0,17.8290598291,23.0,26
3,2520.21013812,688.006,810.97757738,100.0,0,14,14.0,18.2815533981,22.0,27
4,2368.08117848,655.97,692.436273806,100.0,0,13,14.0,17.9134199134,22.0,25
5,2323.17394962,706.934,719.607506638,100.0,0,13,14.0,17.9541284404,22.0,26
6,2533.3648136,750.764,779.599230559,100.0,0,13,14.0,18.3347639485,23.0,26
7,2678.25899817,762.026,789.874021235,100.0,0,13,14.0,17.9702970297,21.95,26
8,2279.75301687,681.934,678.233107186,100.0,0,13,14.0,17.8418604651,22.0,26
9,2466.09689028,688.64,700.337947876,100.0,0,13,14.0,17.8494623656,22.0,26
10,2349.48619893,662.067,654.327680503,100.0,0,13,13.0,17.2461538462,21.0,21
11,3352.69469948,1014.913,295.525614258,100.0,115,15,17.0,22.0049261084,32.0,35
12,2486.02920439,746.148,714.122815744,100.0,1,13,14.0,19.2315270936,29.0,35
13,2384.98793816,677.302,938.091829689,100.0,79,14,15.0,22.009478673,29.0,32
14,1838.97055172,529.68,1159.69934616,100.0,1,13,13.0,18.7766990291,28.0,30
15,1675.52734065,462.946,1145.06957949,100.0,0,13,13.95,18.7833333333,28.0,30
16,1426.78072266,421.163,1121.77777853,100.0,0,13,13.0,17.3834196891,24.0,29
17,1531.37123106,431.775,1126.35257751,100.0,0,13,14.0,18.3794871795,24.3,29
18,1540.18105109,449.539,1193.87581651,100.0,0,13,13.0,18.465,27.05,28
19,1557.09285515,456.032,1216.22089614,100.0,0,13,13.0,18.6666666667,28.0,30
20,1860.97145788,559.706,1516.4391699,100.0,0,13,13.9,18.6347031963,28.0,29
21,1855.99814396,522.163,1404.899187,100.0,0,13,13.0,18.4095238095,27.0,30
22,1708.34691907,499.152,1369.53588194,100.0,0,13,14.0,18.2806122449,26.0,30
23,1581.90464115,453.076,1230.71820722,100.0,0,13,13.0,18.0654205607,24.35,30
24,1636.37251309,469.661,1274.83299393,100.0,0,0.0,0.0,0.0,0.0,0.0
25,542.274797681,157.273,421.297212769,100.0,0,0.0,0.0,0.0,0.0,0.0
26,179.675201687,53.052,140.253048229,100.0,0,0.0,0.0,0.0,0.0,0.0
27,66.5449348864,20.277,58.7673779898,100.0,0,0.0,0.0,0.0,0.0,0.0
28,8.90705391682,2.5,5.86923503385,100.0,0,0.0,0.0,0.0,0.0,0.0
29,-0.0,0.0,-0.0,100.0,0,0.0,0.0,0.0,0.0,0.0
